"unique_row","study_ID","short_cite","long_cite","peer_reviewed","coder","expt_unique","same_sample","task_type","participant_design","native_language","group_name_1","group_name_2","n_1","n_2","feature","unit","x_1","x_2","SD_1","SD_2","expt_num","expt_condition","n_1_M","n_2_M","n_1_F","n_2_F","mean_age_1","mean_age_2","sd_age_1","sd_age_2","mean_education_1","mean_education_2","sd_education_1","sd_education_2","mean_total_task_duration_1","mean_total_task_duration_2","sd_total_task_duration_1","sd_total_task_duration_2","task_type_specification","native_language_specification","diagnosis_specification","feature_specification","prosody_type","notes","dataset","short_name","domain","d_calc","d_var_calc","g_calc","g_var_calc","r_calc","r_var_calc","z_calc","z_var_calc","log_odds_calc","log_odds_var_calc","es_method","mean_age","n","same_sample_calc","all_mod"
"32","Ross2008","Ross & Monnot (2008)","Ross, E. D., & Monnot, M. (2008). Neurology of affective prosody and its functional-anatomic organization in right hemisphere. Brain Lang, 104(1), 51-74.","yes","LNJ, ND","Ross & Monnot (2008).2","K","constrained","between",NA,"RHD","HC",21,43,"pitch_f0_variability","Affective-prosodic repitition  (Z-score of mean percent coefficient of variation of F0)",-1.425,0,0.855,0.99,NA,"repetition - monosyllable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-1.50228786151979,0.0885066492199554,-1.48381710912405,0.0863436356715976,-0.576403789661872,0.00580981509158663,-0.65706039097503,0.0555555555555556,-2.72484876812137,0.291175204888981,"between",NA,32,"Ross2008 K",""
"33","Ross2008","Ross & Monnot (2008)","Ross, E. D., & Monnot, M. (2008). Neurology of affective prosody and its functional-anatomic organization in right hemisphere. Brain Lang, 104(1), 51-74.","yes","LNJ, ND","Ross & Monnot (2008).3","K","constrained","between",NA,"RHD","HC",21,43,"pitch_f0_variability","Affective-prosodic repitition  (Z-score of mean percent coefficient of variation of F0)",-1.175,0,1.305,0.99,NA,"repetition - asyllabic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-1.0667274702609,0.0797647638835455,-1.05361196857737,0.0778153932262868,-0.447829493916442,0.00898484854098704,-0.481981963389257,0.0555555555555556,-1.9348296073704,0.262415554892298,"between",NA,32,"Ross2008 K",""
"34","Guranski2015","Guranski & Podemski (2015)","Guranski, K., & Podemski, R. (2015). Emotional prosody expression in acoustic analysis in patients with right hemisphere ischemic stroke. Neurologia i Neurochirurgia Polska, 49(2), 113-120.","yes","LNJ, ND","Guranski & Podemski (2015)","L","constrained","between","Polish","RHD","HC",46,34,"pitch_f0_variability","Variation",15.66,17.69,12.486,11.044,NA,"neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-0.170627347550494,0.0513328557139907,-0.168965392866561,0.0503377351028207,-0.0840499710939808,0.0122804830131113,-0.0842487350711401,0.0232558139534884,-0.309483774508057,0.168878326225096,"between",NA,40,"Guranski2015 L",""
"35","Guranski2015","Guranski & Podemski (2015)","Guranski, K., & Podemski, R. (2015). Emotional prosody expression in acoustic analysis in patients with right hemisphere ischemic stroke. Neurologia i Neurochirurgia Polska, 49(2), 113-120.","yes","LNJ, ND","Guranski & Podemski (2015).1","L","constrained","between","Polish","RHD","HC",46,34,"pitch_f0_variability","Variation",30.62,64.25,20.71,35.2,NA,"joy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-1.21064158732434,0.0603112267216599,-1.19884962381144,0.05914205458111,-0.51353148387087,0.00588292795594613,-0.567514372895244,0.0232558139534884,-2.19586094140439,0.198415982895731,"between",NA,40,"Guranski2015 L",""
"36","Guranski2015","Guranski & Podemski (2015)","Guranski, K., & Podemski, R. (2015). Emotional prosody expression in acoustic analysis in patients with right hemisphere ischemic stroke. Neurologia i Neurochirurgia Polska, 49(2), 113-120.","yes","LNJ, ND","Guranski & Podemski (2015).2","L","constrained","between","Polish","RHD","HC",46,34,"pitch_f0_variability","Variation",20.06,26.45,26.45,15.657,NA,"sadness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-0.283697382321499,0.0516539214202654,-0.280934096130056,0.0506525767427073,-0.138884650773082,0.0119064771623222,-0.13978810963453,0.0232558139534884,-0.514570131689647,0.169934590060992,"between",NA,40,"Guranski2015 L",""
"37","Guranski2015","Guranski & Podemski (2015)","Guranski, K., & Podemski, R. (2015). Emotional prosody expression in acoustic analysis in patients with right hemisphere ischemic stroke. Neurologia i Neurochirurgia Polska, 49(2), 113-120.","yes","LNJ, ND","Guranski & Podemski (2015).3","L","constrained","between","Polish","RHD","HC",46,34,"pitch_f0_variability","Variation",28.13,48.46,16.712,25.692,NA,"anger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-0.968761600119145,0.0570165141273237,-0.959325610507595,0.0559112121215033,-0.431924947930879,0.00749955258532782,-0.462260695783784,0.0232558139534884,-1.75713917439063,0.187576812921936,"between",NA,40,"Guranski2015 L",""
"38","Yang2016","Yang & Sidtis (2016)","Yang, S. Y., & Van Lancker Sidtis, D. (2016). Production of Korean Idiomatic Utterances Following Left- and Right-Hemisphere Damage: Acoustic Studies. J Speech Lang Hear Res, 59(2), 267-280.","yes","LNJ, ND","Yang & Sidtis (2016)","M","constrained","between","Korean","RHD","HC",7,7,"pitch_f0_variability","F0 variation",0.086077669,0.17374264,0.068720813,0.066811902,NA,"Idiomatic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-1.29350728495817,0.345470039151424,-1.2053136064383,0.299966495771458,-0.543070635956589,0.0302729695247906,-0.608500407574814,0.25,-2.34616269108947,1.13655087295114,"between",NA,7,"Yang2016 M",""
"39","Yang2016","Yang & Sidtis (2016)","Yang, S. Y., & Van Lancker Sidtis, D. (2016). Production of Korean Idiomatic Utterances Following Left- and Right-Hemisphere Damage: Acoustic Studies. J Speech Lang Hear Res, 59(2), 267-280.","yes","LNJ, ND","Yang & Sidtis (2016).1","M","constrained","between","Korean","RHD","HC",7,7,"pitch_f0_variability","F0 variation",0.075905036,0.108735952,0.024815849,0.026724761,NA,"literal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-1.27310954809199,0.343600282908678,-1.18630662435845,0.298343014240438,-0.536990253263443,0.0309583112239625,-0.599916648491936,0.25,-2.30916528892977,1.13039962147035,"between",NA,7,"Yang2016 M",""
"40","Wright2018","Wright et al. (2018)","Wright, A., Saxena, S., Sheppard, S. M., & Hillis, A. E. (2018). Selective impairments in components of affective prosody in neurologically impaired individuals. Brain and Cognition, 124, 29-36.","yes","LNJ, ND","Wright et al. (2018)","N","constrained","between",NA,"RHD","HC",3,10,"pitch_f0_variability","F0 coefficient of variation",17.91833333,24.31,9.799149623,6.2,NA,"with cues",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-0.91393778358155,0.465459574574024,-0.845392449812934,0.398258848494899,-0.35934446518724,0.0545731265326461,-0.376132963172463,Inf,-1.65769977080985,1.53130062191499,"between",NA,6.5,"Wright2018 N",""
"41","Wright2018","Wright et al. (2018)","Wright, A., Saxena, S., Sheppard, S. M., & Hillis, A. E. (2018). Selective impairments in components of affective prosody in neurologically impaired individuals. Brain and Cognition, 124, 29-36.","yes","LNJ, ND","Wright et al. (2018).1","N","constrained","between",NA,"RHD","HC",3,10,"pitch_f0_variability","F0 coefficient of variation",21.16333333,19.78,10.21322672,2.1,NA,"without cues",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",0.29115622407992,0.436593792826429,0.269319507273926,0.373560563987113,0.12175870065944,0.0741057684496237,0.122365808434934,Inf,0.528098974128995,1.43633600638934,"between",NA,6.5,"Wright2018 N",""
"42","Wright2018","Wright et al. (2018)","Wright, A., Saxena, S., Sheppard, S. M., & Hillis, A. E. (2018). Selective impairments in components of affective prosody in neurologically impaired individuals. Brain and Cognition, 124, 29-36.","yes","LNJ, ND","Wright et al. (2018).2","N","constrained","between",NA,"RHD","HC",3,60,"pitch_f0_variability","F0 coefficient of variation",29.4,26.5,4.101219331,2.6,NA,"repetition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",1.08913045243856,0.359414326527214,1.07551632178308,0.350485126852554,0.225942172452294,0.013928904667014,0.229909182166865,Inf,1.97546412220118,1.18242573963585,"between",NA,31.5,"Wright2018 N",""
"44","Behrens1988","Behrens (1988)","Behrens, S. J. (1988). The role of the right hemisphere in the production of linguistic stress. Brain Lang, 33(1), 104-127.","yes","LNJ, ND","Behrens (1988).4","C","constrained","between",NA,"RHD","HC",7,7,"pause_duration","Intersyllabic pause",150.5,156.1428571,25.48949363,18.26133047,NA,"Compound Nouns",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-0.254504355237205,0.288027588101239,-0.237151785561941,0.250090070040384,-0.126234219325725,0.0686191524954987,-0.126911221442224,0.25,-0.461619837724081,0.947572783719715,"between",NA,7,"Behrens1988 C",""
"45","Behrens1988","Behrens (1988)","Behrens, S. J. (1988). The role of the right hemisphere in the production of linguistic stress. Brain Lang, 33(1), 104-127.","yes","LNJ, ND","Behrens (1988).5","C","constrained","between",NA,"RHD","HC",7,7,"pause_duration","Intersyllabic pause",172.125,193.5714286,25.59820027,41.20217285,NA,"Noun phrases",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-0.625272678580078,0.299677354377811,-0.582640450495073,0.260205388796023,-0.298393541675333,0.0566361480974608,-0.307755197985323,0.25,-1.13411918688157,0.985898978558019,"between",NA,7,"Behrens1988 C",""
"46","Ouellette1994","Ouellette & Baum (1994)","Ouellette, G. P., & Baum, S. R. (1994). Acoustic analysis of prosodic cues in left- and righthemisphere-damaged patients. Aphasiology, 8(3), 257-283.","yes","LNJ, ND","Ouellette & Baum (1994).2","D","constrained","between",NA,"RHD","HC",8,9,"pause_duration","Intersyllabic pause",146.5,160.2222222,35.4682957,35.31564022,NA,"Compound Nouns",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-0.387776222055012,0.240533769887325,-0.367002495873493,0.215452601917568,-0.190025679283752,0.053665287668761,-0.192363810379149,0.2,-0.703348265028527,0.791324384630185,"between",NA,8.5,"Ouellette1994 D",""
"47","Ouellette1994","Ouellette & Baum (1994)","Ouellette, G. P., & Baum, S. R. (1994). Acoustic analysis of prosodic cues in left- and righthemisphere-damaged patients. Aphasiology, 8(3), 257-283.","yes","LNJ, ND","Ouellette & Baum (1994).3","D","constrained","between",NA,"RHD","HC",8,9,"pause_duration","Intersyllabic pause",163.75,187.6666667,28.04460732,43.59185704,NA,"Noun phrases",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-0.643698423974007,0.248297807023659,-0.609214579832542,0.222407059926485,-0.305891239794276,0.0460692497712871,-0.316006182903369,0.2,-1.16753979216262,0.816867042993846,"between",NA,8.5,"Ouellette1994 D",""
"48","Yang2016","Yang & Sidtis (2016)","Yang, S. Y., & Van Lancker Sidtis, D. (2016). Production of Korean Idiomatic Utterances Following Left- and Right-Hemisphere Damage: Acoustic Studies. J Speech Lang Hear Res, 59(2), 267-280.","yes","LNJ, ND","Yang & Sidtis (2016).2","M","constrained","between","Korean","RHD","HC",7,7,"pause_duration","percentage of pause duration to overall sentence duration",12.85714286,16.11801242,4.683472818,4.683472818,NA,"Idiomatic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-0.696250343861823,0.303027305047418,-0.648778729507608,0.263114101128466,-0.328772587259734,0.0537505368249481,-0.341451466341079,0.25,-1.26285843104443,0.996919874515415,"between",NA,7,"Yang2016 M",""
"49","Yang2016","Yang & Sidtis (2016)","Yang, S. Y., & Van Lancker Sidtis, D. (2016). Production of Korean Idiomatic Utterances Following Left- and Right-Hemisphere Damage: Acoustic Studies. J Speech Lang Hear Res, 59(2), 267-280.","yes","LNJ, ND","Yang & Sidtis (2016).3","M","constrained","between","Korean","RHD","HC",7,7,"pause_duration","percentage of pause duration to overall sentence duration",19.19254658,21.80124224,2.957982832,2.957982832,NA,"Literal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-0.881917106407331,0.313492063663353,-0.821786394606831,0.272200495360587,-0.403473293434446,0.0459905595678061,-0.427790677212513,0.25,-1.5996206869089,1.0313475504128,"between",NA,7,"Yang2016 M",""
"50","Guranski2015","Guranski & Podemski (2015)","Guranski, K., & Podemski, R. (2015). Emotional prosody expression in acoustic analysis in patients with right hemisphere ischemic stroke. Neurologia i Neurochirurgia Polska, 49(2), 113-120.","yes","LNJ, ND","Guranski & Podemski (2015).4","L","constrained","between","Polish","RHD","HC",46,34,"speech_duration","Utterance",0.61,0.59,0.141,0.111,NA,"neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",0.15484562105541,0.0513007524304152,0.153337384486689,0.0503062541621624,0.0763235692600516,0.0123188068880431,0.0764722916551977,0.0232558139534884,0.280858889024755,0.168772710655474,"between",NA,40,"Guranski2015 L",""
"51","Guranski2015","Guranski & Podemski (2015)","Guranski, K., & Podemski, R. (2015). Emotional prosody expression in acoustic analysis in patients with right hemisphere ischemic stroke. Neurologia i Neurochirurgia Polska, 49(2), 113-120.","yes","LNJ, ND","Guranski & Podemski (2015).5","L","constrained","between","Polish","RHD","HC",46,34,"speech_duration","Utterance",0.63,0.64,0.166,0.214,NA,"joy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-0.0532450543119553,0.0511686141144692,-0.0527264336530726,0.0501766774329408,-0.0263122066684478,0.0124783765991559,-0.0263182814549263,0.0232558139534884,-0.0965758456596408,0.168337993020603,"between",NA,40,"Guranski2015 L",""
"52","Guranski2015","Guranski & Podemski (2015)","Guranski, K., & Podemski, R. (2015). Emotional prosody expression in acoustic analysis in patients with right hemisphere ischemic stroke. Neurologia i Neurochirurgia Polska, 49(2), 113-120.","yes","LNJ, ND","Guranski & Podemski (2015).6","L","constrained","between","Polish","RHD","HC",46,34,"speech_duration","Utterance",0.67,0.68,0.194,0.198,NA,"sadness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-0.0510980235407319,0.051167213940726,-0.0506003155192313,0.0501753044024713,-0.0252518952743332,0.0124800833443624,-0.0252572646882818,0.0232558139534884,-0.0926815626118046,0.168333386633623,"between",NA,40,"Guranski2015 L",""
"53","Guranski2015","Guranski & Podemski (2015)","Guranski, K., & Podemski, R. (2015). Emotional prosody expression in acoustic analysis in patients with right hemisphere ischemic stroke. Neurologia i Neurochirurgia Polska, 49(2), 113-120.","yes","LNJ, ND","Guranski & Podemski (2015).7","L","constrained","between","Polish","RHD","HC",46,34,"speech_duration","Utterance",0.56,0.59,0.115,0.118,NA,"anger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-0.258000871052103,0.0515669229498127,-0.255487875554842,0.0505672647938768,-0.126516076347118,0.012006182000525,-0.127197652971355,0.0232558139534884,-0.467961815886179,0.169648376565369,"between",NA,40,"Guranski2015 L",""
"54","Ouellette1994","Ouellette & Baum (1994)","Ouellette, G. P., & Baum, S. R. (1994). Acoustic analysis of prosodic cues in left- and righthemisphere-damaged patients. Aphasiology, 8(3), 257-283.","yes","LNJ, ND","Ouellette & Baum (1994).4","D","constrained","between",NA,"RHD","HC",8,9,"speech_duration","Ratio syllable 1/2",1.1775,1.22444444,0.16024535,0.16133127,NA,"compound nouns",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-0.291896890789689,0.238617105077367,-0.276259557354527,0.213735793419108,-0.144173552546127,0.0558173290102518,-0.145185129960274,0.2,-0.529442394936283,0.785018810148926,"between",NA,8.5,"Ouellette1994 D",""
"55","Ouellette1994","Ouellette & Baum (1994)","Ouellette, G. P., & Baum, S. R. (1994). Acoustic analysis of prosodic cues in left- and righthemisphere-damaged patients. Aphasiology, 8(3), 257-283.","yes","LNJ, ND","Ouellette & Baum (1994).5","D","constrained","between",NA,"RHD","HC",8,9,"speech_duration","Ratio syllable 1/2",1.25625,1.29555556,0.15564956,0.22153505,NA,"noun phrases",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-0.203025430759681,0.237323444215086,-0.192149068397555,0.212577026403118,-0.100820585794281,0.0573408320296893,-0.101164291169617,0.2,-0.368247397235287,0.7807628365023,"between",NA,8.5,"Ouellette1994 D",""
"56","Emmorey1987","Emmorey (1987)","Emmorey, K. D. (1987). The neurological substrates for prosodic aspects of speech. Brain and Language, 30(2), 305-320.","yes","LNJ, ND","Emmorey (1987).2","A","constrained","between",NA,"RHD","HC",7,22,"speech_duration","Vowel/Syllable",61,73,61,41,NA,"1st word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-0.259746750123257,0.189474936142716,-0.252254055408163,0.17870135203327,-0.110470463815748,0.0334409532597848,-0.110923166926649,0.25,-0.471128490235469,0.623347554550091,"between",NA,14.5,"Emmorey1987 A",""
"57","Emmorey1987","Emmorey (1987)","Emmorey, K. D. (1987). The neurological substrates for prosodic aspects of speech. Brain and Language, 30(2), 305-320.","yes","LNJ, ND","Emmorey (1987).3","A","constrained","between",NA,"RHD","HC",7,22,"speech_duration","Vowel/Syllable",41,45,29,30,NA,"2nd word",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",-0.134315268419095,0.1886227329898,-0.130440789522391,0.177897605328121,-0.0573814582987825,0.034199658124418,-0.0574445616821053,0.25,-0.243620948465503,0.620543918553879,"between",NA,14.5,"Emmorey1987 A",""
"58","Behrens1988","Behrens (1988)","Behrens, S. J. (1988). The role of the right hemisphere in the production of linguistic stress. Brain Lang, 33(1), 104-127.","yes","LNJ, ND","Behrens (1988).6","C","constrained","between",NA,"RHD","HC",8,7,"speech_duration","Vowel/Syllable",138,104.285714,24.3545244,14.1975853,NA,"1st syll stress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",1.66014254757193,0.35972625213243,1.55638363834868,0.316165651288269,0.637859479969631,0.0186826690572511,0.754556579892317,0.2,3.01116549732414,1.18345193374454,"between",NA,7.5,"Behrens1988 C",""
"59","Behrens1988","Behrens (1988)","Behrens, S. J. (1988). The role of the right hemisphere in the production of linguistic stress. Brain Lang, 33(1), 104-127.","yes","LNJ, ND","Behrens (1988).7","C","constrained","between",NA,"RHD","HC",8,7,"speech_duration","Vowel/Syllable",136.125,115.571429,30.5634586,39.4666828,NA,"2nd syll unstress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",0.587991392019476,0.279381605426776,0.551241930018259,0.245550239144628,0.281480911398212,0.054281854033804,0.289289688858542,0.2,1.06649841302012,0.919128640834507,"between",NA,7.5,"Behrens1988 C",""
"60","Behrens1988","Behrens (1988)","Behrens, S. J. (1988). The role of the right hemisphere in the production of linguistic stress. Brain Lang, 33(1), 104-127.","yes","LNJ, ND","Behrens (1988).8","C","constrained","between",NA,"RHD","HC",8,7,"speech_duration","Vowel/Syllable",136.875,128.714286,29.7198226,24.69625,NA,"1st syll unstress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",0.29658655258246,0.270789262296234,0.278049893046056,0.23799837506505,0.146369795013068,0.0631568517720843,0.14742872185425,0.2,0.537948500514485,0.890860964975552,"between",NA,7.5,"Behrens1988 C",""
"61","Behrens1988","Behrens (1988)","Behrens, S. J. (1988). The role of the right hemisphere in the production of linguistic stress. Brain Lang, 33(1), 104-127.","yes","LNJ, ND","Behrens (1988).9","C","constrained","between",NA,"RHD","HC",8,7,"speech_duration","Vowel/Syllable",170.875,155.714286,42.582483,40.9256003,NA,"2nd syll stress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linguistic",NA,"Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",0.362471700336885,0.272236667308647,0.33981721906583,0.23927050837674,0.177946592675596,0.0615217995839256,0.179861330268408,0.2,0.657450939623939,0.895622736602439,"between",NA,7.5,"Behrens1988 C",""
"62","Gandour1995","Gandour et al. (1995)","Gandour, J., Larsen, J., Dechongkit, S., Ponglorpisit, S., & Khunadorn, F. (1995). Speech prosody in affective contexts in Thai patients with right hemisphere lesions. Brain and Language, 51(3), 422-443.","yes","LNJ, ND","Gandour et al. (1995).3","E","constrained","between","Thai","RHD","HC",12,9,"speech_duration","Utterance",1.1264,1.088,0.44340501,0.6144,NA,"happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional","Paper does not report what error bars represent. Based on size and author's other papers from the same era, we assume they are SE, and have calculated SD based on that assumption","Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",0.0735249483132606,0.19457315677836,0.0704614088002081,0.178696527666237,0.0363613517674611,0.0474618154875549,0.0363773895202756,0.111111111111111,0.133359504505946,0.640120028157852,"between",NA,10.5,"Gandour1995 E",""
"63","Gandour1995","Gandour et al. (1995)","Gandour, J., Larsen, J., Dechongkit, S., Ponglorpisit, S., & Khunadorn, F. (1995). Speech prosody in affective contexts in Thai patients with right hemisphere lesions. Brain and Language, 51(3), 422-443.","yes","LNJ, ND","Gandour et al. (1995).4","E","constrained","between","Thai","RHD","HC",12,9,"speech_duration","Utterance",1.3184,1.0368,0.57642651,0.5376,NA,"neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"emotional","Paper does not report what error bars represent. Based on size and author's other papers from the same era, we assume they are SE, and have calculated SD based on that assumption","Acoustic Measures of Prosody in Right-Hemisphere Damage: A Systematic Review and Meta-Analysis","rhd_weed_2020","Right_Hemisphere_Damage",0.50249241433276,0.200456316503063,0.481555230402229,0.184099637899514,0.24131998456233,0.0410045534654963,0.24617524731596,0.111111111111111,0.911420421649278,0.659474847861596,"between",NA,10.5,"Gandour1995 E",""
